jahr,szenario,korridor,beitragssatz_obergrenze,referenzausgaben_mrd_euro,beitragsbasis_status_quo_mrd_euro,zusatzbasis_erwerbstaetige_mrd_euro,beitragsbasis_reform_mrd_euro,beitragseinnahmen_mrd_euro,bestandsschutz_zuschuss_mrd_euro,sonstige_einnahmen_mrd_euro,leistbares_ausgabenvolumen_mrd_euro,finanzierungsluecke_vs_referenz_mrd_euro,leistungsfaktor_vs_referenz,notiz
2047,moderat,ziel_20_prozent,0.200000,854.282,2614.032,197.738,2811.770,562.354,30.322,5.499,598.174,256.108,0.700207,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2047,moderat,stabil_22_prozent,0.220000,854.282,2614.032,197.738,2811.770,618.589,30.322,5.499,654.410,199.873,0.766035,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2047,moderat,obergrenze_24_prozent,0.240000,854.282,2614.032,197.738,2811.770,674.825,30.322,5.499,710.645,143.637,0.831862,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,moderat,ziel_20_prozent,0.200000,873.996,2669.618,204.577,2874.195,574.839,27.441,5.636,607.916,266.080,0.695560,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,moderat,stabil_22_prozent,0.220000,873.996,2669.618,204.577,2874.195,632.323,27.441,5.636,665.400,208.596,0.761331,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2048,moderat,obergrenze_24_prozent,0.240000,873.996,2669.618,204.577,2874.195,689.807,27.441,5.636,722.884,151.112,0.827102,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,moderat,ziel_20_prozent,0.200000,894.165,2726.349,211.614,2937.964,587.593,24.700,5.777,618.070,276.095,0.691226,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,moderat,stabil_22_prozent,0.220000,894.165,2726.349,211.614,2937.964,646.352,24.700,5.777,676.829,217.336,0.756940,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2049,moderat,obergrenze_24_prozent,0.240000,894.165,2726.349,211.614,2937.964,705.111,24.700,5.777,735.588,158.577,0.822654,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,moderat,ziel_20_prozent,0.200000,914.799,2784.249,218.856,3003.104,600.621,22.104,5.921,628.647,286.152,0.687196,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,moderat,stabil_22_prozent,0.220000,914.799,2784.249,218.856,3003.104,660.683,22.104,5.921,688.709,226.090,0.752852,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2050,moderat,obergrenze_24_prozent,0.240000,914.799,2784.249,218.856,3003.104,720.745,22.104,5.921,748.771,166.028,0.818509,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,moderat,ziel_20_prozent,0.200000,935.909,2843.339,226.306,3069.645,613.929,19.663,6.070,639.661,296.248,0.683465,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,moderat,stabil_22_prozent,0.220000,935.909,2843.339,226.306,3069.645,675.322,19.663,6.070,701.054,234.855,0.749062,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2051,moderat,obergrenze_24_prozent,0.240000,935.909,2843.339,226.306,3069.645,736.715,19.663,6.070,762.447,173.462,0.814659,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,moderat,ziel_20_prozent,0.200000,957.507,2903.644,233.971,3137.615,627.523,17.384,6.221,651.128,306.378,0.680025,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,moderat,stabil_22_prozent,0.220000,957.507,2903.644,233.971,3137.615,690.275,17.384,6.221,713.881,243.626,0.745562,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2052,moderat,obergrenze_24_prozent,0.240000,957.507,2903.644,233.971,3137.615,753.028,17.384,6.221,776.633,180.874,0.811099,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,moderat,ziel_20_prozent,0.200000,979.602,2965.187,241.855,3207.042,641.408,15.279,6.377,663.065,316.538,0.676871,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,moderat,stabil_22_prozent,0.220000,979.602,2965.187,241.855,3207.042,705.549,15.279,6.377,727.205,252.397,0.742347,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2053,moderat,obergrenze_24_prozent,0.240000,979.602,2965.187,241.855,3207.042,769.690,15.279,6.377,791.346,188.256,0.807824,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,moderat,ziel_20_prozent,0.200000,1002.208,3027.993,249.966,3277.958,655.592,13.356,6.536,675.484,326.724,0.673996,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,moderat,stabil_22_prozent,0.220000,1002.208,3027.993,249.966,3277.958,721.151,13.356,6.536,741.043,261.165,0.739410,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2054,moderat,obergrenze_24_prozent,0.240000,1002.208,3027.993,249.966,3277.958,786.710,13.356,6.536,806.602,195.606,0.804825,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,moderat,ziel_20_prozent,0.200000,1025.336,3092.085,258.308,3350.393,670.079,11.620,6.700,688.398,336.938,0.671388,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,moderat,stabil_22_prozent,0.220000,1025.336,3092.085,258.308,3350.393,737.086,11.620,6.700,755.406,269.930,0.736740,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2055,moderat,obergrenze_24_prozent,0.240000,1025.336,3092.085,258.308,3350.393,804.094,11.620,6.700,822.414,202.922,0.802092,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,moderat,ziel_20_prozent,0.200000,1048.997,3157.490,266.887,3424.376,684.875,10.073,6.867,701.815,347.182,0.669035,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,moderat,stabil_22_prozent,0.220000,1048.997,3157.490,266.887,3424.376,753.363,10.073,6.867,770.303,278.694,0.734323,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2056,moderat,obergrenze_24_prozent,0.240000,1048.997,3157.490,266.887,3424.376,821.850,10.073,6.867,838.790,210.207,0.799612,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,moderat,ziel_20_prozent,0.200000,1073.204,3224.232,275.709,3499.941,699.988,8.712,7.039,715.740,357.464,0.666919,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,moderat,stabil_22_prozent,0.220000,1073.204,3224.232,275.709,3499.941,769.987,8.712,7.039,785.738,287.465,0.732143,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2057,moderat,obergrenze_24_prozent,0.240000,1073.204,3224.232,275.709,3499.941,839.986,8.712,7.039,855.737,217.466,0.797367,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,moderat,ziel_20_prozent,0.200000,1097.969,3292.338,284.782,3577.120,715.424,7.533,7.215,730.172,367.797,0.665020,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,moderat,stabil_22_prozent,0.220000,1097.969,3292.338,284.782,3577.120,786.966,7.533,7.215,801.714,296.255,0.730179,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2058,moderat,obergrenze_24_prozent,0.240000,1097.969,3292.338,284.782,3577.120,858.509,7.533,7.215,873.257,224.713,0.795338,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,moderat,ziel_20_prozent,0.200000,1123.306,3361.834,294.110,3655.944,731.189,6.524,7.395,745.108,378.199,0.663317,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,moderat,stabil_22_prozent,0.220000,1123.306,3361.834,294.110,3655.944,804.308,6.524,7.395,818.227,305.080,0.728409,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2059,moderat,obergrenze_24_prozent,0.240000,1123.306,3361.834,294.110,3655.944,877.427,6.524,7.395,891.346,231.961,0.793502,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,moderat,ziel_20_prozent,0.200000,1149.228,3432.747,303.701,3736.448,747.290,5.670,7.580,760.539,388.689,0.661783,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,moderat,stabil_22_prozent,0.220000,1149.228,3432.747,303.701,3736.448,822.019,5.670,7.580,835.268,313.960,0.726808,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2060,moderat,obergrenze_24_prozent,0.240000,1149.228,3432.747,303.701,3736.448,896.748,5.670,7.580,909.997,239.231,0.791833,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,moderat,ziel_20_prozent,0.200000,1175.748,3505.105,313.561,3818.666,763.733,4.954,7.770,776.457,399.292,0.660394,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,moderat,stabil_22_prozent,0.220000,1175.748,3505.105,313.561,3818.666,840.106,4.954,7.770,852.830,322.918,0.725351,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2061,moderat,obergrenze_24_prozent,0.240000,1175.748,3505.105,313.561,3818.666,916.480,4.954,7.770,929.203,246.545,0.790308,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,moderat,ziel_20_prozent,0.200000,1202.880,3578.935,323.697,3902.632,780.526,4.358,7.964,792.848,410.033,0.659124,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,moderat,stabil_22_prozent,0.220000,1202.880,3578.935,323.697,3902.632,858.579,4.358,7.964,870.900,331.980,0.724013,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2062,moderat,obergrenze_24_prozent,0.240000,1202.880,3578.935,323.697,3902.632,936.632,4.358,7.964,948.953,253.927,0.788901,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,moderat,ziel_20_prozent,0.200000,1230.638,3654.266,334.116,3988.382,797.676,3.863,8.163,809.702,420.937,0.657953,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,moderat,stabil_22_prozent,0.220000,1230.638,3654.266,334.116,3988.382,877.444,3.863,8.163,889.469,341.169,0.722771,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2063,moderat,obergrenze_24_prozent,0.240000,1230.638,3654.266,334.116,3988.382,957.212,3.863,8.163,969.237,261.401,0.787589,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,moderat,ziel_20_prozent,0.200000,1259.037,3731.126,344.825,4075.951,815.190,3.452,8.367,827.009,432.028,0.656858,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,moderat,stabil_22_prozent,0.220000,1259.037,3731.126,344.825,4075.951,896.709,3.452,8.367,908.528,350.509,0.721605,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2064,moderat,obergrenze_24_prozent,0.240000,1259.037,3731.126,344.825,4075.951,978.228,3.452,8.367,990.047,268.990,0.786353,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,moderat,ziel_20_prozent,0.200000,1288.091,3809.546,355.831,4165.377,833.075,3.109,8.576,844.761,443.330,0.655824,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,moderat,stabil_22_prozent,0.220000,1288.091,3809.546,355.831,4165.377,916.383,3.109,8.576,928.068,360.023,0.720499,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2065,moderat,obergrenze_24_prozent,0.240000,1288.091,3809.546,355.831,4165.377,999.691,3.109,8.576,1011.376,276.715,0.785174,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,moderat,ziel_20_prozent,0.200000,1317.815,3889.555,367.142,4256.697,851.339,2.821,8.790,862.951,454.864,0.654835,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,moderat,stabil_22_prozent,0.220000,1317.815,3889.555,367.142,4256.697,936.473,2.821,8.790,948.085,369.730,0.719437,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2066,moderat,obergrenze_24_prozent,0.240000,1317.815,3889.555,367.142,4256.697,1021.607,2.821,8.790,1033.219,284.596,0.784039,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2067,moderat,ziel_20_prozent,0.200000,1348.226,3971.183,378.765,4349.948,869.990,2.576,9.010,881.576,466.649,0.653879,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2067,moderat,stabil_22_prozent,0.220000,1348.226,3971.183,378.765,4349.948,956.989,2.576,9.010,968.575,379.650,0.718407,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2067,moderat,obergrenze_24_prozent,0.240000,1348.226,3971.183,378.765,4349.948,1043.988,2.576,9.010,1055.574,292.651,0.782936,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,moderat,ziel_20_prozent,0.200000,1379.338,4054.462,390.709,4445.171,889.034,2.366,9.236,900.636,478.702,0.652948,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,moderat,stabil_22_prozent,0.220000,1379.338,4054.462,390.709,4445.171,977.938,2.366,9.236,989.539,389.799,0.717402,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2068,moderat,obergrenze_24_prozent,0.240000,1379.338,4054.462,390.709,4445.171,1066.841,2.366,9.236,1078.442,300.895,0.781855,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,moderat,ziel_20_prozent,0.200000,1411.168,4139.422,402.980,4542.403,908.481,2.184,9.466,920.130,491.037,0.652035,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,moderat,stabil_22_prozent,0.220000,1411.168,4139.422,402.980,4542.403,999.329,2.184,9.466,1010.979,400.189,0.716413,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2069,moderat,obergrenze_24_prozent,0.240000,1411.168,4139.422,402.980,4542.403,1090.177,2.184,9.466,1101.827,309.341,0.780791,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,moderat,ziel_20_prozent,0.200000,1443.732,4226.097,415.588,4641.685,928.337,2.024,9.703,940.064,503.668,0.651135,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,moderat,stabil_22_prozent,0.220000,1443.732,4226.097,415.588,4641.685,1021.171,2.024,9.703,1032.898,410.835,0.715436,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2070,moderat,obergrenze_24_prozent,0.240000,1443.732,4226.097,415.588,4641.685,1114.004,2.024,9.703,1125.731,318.001,0.779737,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2027,alt,ziel_20_prozent,0.200000,436.143,1771.589,0.000,1771.589,354.318,100.066,3.356,457.739,-21.596,1.049517,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2027,alt,stabil_22_prozent,0.220000,436.143,1771.589,0.000,1771.589,389.750,100.066,3.356,493.171,-57.028,1.130756,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2027,alt,obergrenze_24_prozent,0.240000,436.143,1771.589,0.000,1771.589,425.181,100.066,3.356,528.603,-92.460,1.211995,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2028,alt,ziel_20_prozent,0.200000,456.261,1800.605,0.000,1800.605,360.121,104.681,3.440,468.242,-11.981,1.026260,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2028,alt,stabil_22_prozent,0.220000,456.261,1800.605,0.000,1800.605,396.133,104.681,3.440,504.254,-47.993,1.105189,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2028,alt,obergrenze_24_prozent,0.240000,456.261,1800.605,0.000,1800.605,432.145,104.681,3.440,540.266,-84.005,1.184117,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2029,alt,ziel_20_prozent,0.200000,477.163,1829.964,0.000,1829.964,365.993,109.477,3.526,478.995,-1.832,1.003840,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2029,alt,stabil_22_prozent,0.220000,477.163,1829.964,0.000,1829.964,402.592,109.477,3.526,515.595,-38.432,1.080542,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2029,alt,obergrenze_24_prozent,0.240000,477.163,1829.964,0.000,1829.964,439.191,109.477,3.526,552.194,-75.031,1.157244,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2030,alt,ziel_20_prozent,0.200000,498.879,1859.666,19.250,1878.916,375.783,97.858,3.614,477.255,21.624,0.956656,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2030,alt,stabil_22_prozent,0.220000,498.879,1859.666,19.250,1878.916,413.362,97.858,3.614,514.833,-15.955,1.031981,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2030,alt,obergrenze_24_prozent,0.240000,498.879,1859.666,19.250,1878.916,450.940,97.858,3.614,552.412,-53.533,1.107307,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2031,alt,ziel_20_prozent,0.200000,521.436,1889.709,39.123,1928.832,385.766,93.199,3.704,482.670,38.766,0.925655,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2031,alt,stabil_22_prozent,0.220000,521.436,1889.709,39.123,1928.832,424.343,93.199,3.704,521.246,0.190,0.999636,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2031,alt,obergrenze_24_prozent,0.240000,521.436,1889.709,39.123,1928.832,462.920,93.199,3.704,559.823,-38.387,1.073618,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2032,alt,ziel_20_prozent,0.200000,544.865,1920.092,59.627,1979.720,395.944,88.574,3.797,488.315,56.551,0.896212,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2032,alt,stabil_22_prozent,0.220000,544.865,1920.092,59.627,1979.720,435.538,88.574,3.797,527.909,16.956,0.968880,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2032,alt,obergrenze_24_prozent,0.240000,544.865,1920.092,59.627,1979.720,475.133,88.574,3.797,567.504,-22.638,1.041548,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2033,alt,ziel_20_prozent,0.200000,569.198,1950.814,80.775,2031.589,406.318,83.992,3.892,494.201,74.997,0.868241,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2033,alt,stabil_22_prozent,0.220000,569.198,1950.814,80.775,2031.589,446.950,83.992,3.892,534.833,34.365,0.939626,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2033,alt,obergrenze_24_prozent,0.240000,569.198,1950.814,80.775,2031.589,487.581,83.992,3.892,575.465,-6.267,1.011010,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2034,alt,ziel_20_prozent,0.200000,594.466,1981.871,102.576,2084.447,416.889,79.464,3.989,500.342,94.124,0.841667,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2034,alt,stabil_22_prozent,0.220000,594.466,1981.871,102.576,2084.447,458.578,79.464,3.989,542.031,52.435,0.911795,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
2034,alt,obergrenze_24_prozent,0.240000,594.466,1981.871,102.576,2084.447,500.267,79.464,3.989,583.720,10.746,0.981923,"Maximal leistbares Rentenvolumen bei stabiler Beitragssatz-Obergrenze, Erwerbstaetigenbasis und abschmelzendem Bestandsschutz-Zuschuss."
